sensitivity,compressionRatio,pfError
0,0.783468,0
0.01,0.783468,0
0.02,0.783468,0
0.03,0.783468,0
0.04,0.783468,0
0.05,0.783468,0
0.06,0.783468,0
0.07,0.783468,0
0.08,0.783468,0
0.09,0.783468,0
0.1,0.783468,0
0.11,0.783468,0
0.12,0.783468,0
0.13,0.783468,0
0.14,0.783468,0
0.15,0.783468,0
0.16,0.783468,0
0.17,0.783468,0
0.18,0.783468,0
0.19,0.783468,0
0.2,0.783468,0
0.21,0.783468,0
0.22,0.783468,0
0.23,0.783468,0
0.24,0.783468,0
0.25,0.783468,0
0.26,0.783468,0
0.27,0.783468,0
0.28,0.783468,0
0.29,0.783468,0
0.3,0.783468,0
0.31,0.783468,0
0.32,0.783468,0
0.33,0.783468,0
0.34,0.783468,0
0.35,0.783468,0
0.36,0.783468,0
0.37,0.783468,0
0.38,0.783468,0
0.39,0.783468,0
0.4,0.783468,0
0.41,0.783468,0
0.42,0.783468,0
0.43,0.783468,0
0.44,0.783468,0
0.45,0.783468,0
0.46,0.783468,0
0.47,0.783468,0
0.48,0.783468,0
0.49,0.783468,0
0,0.874931,0
0.01,0.874931,0
0.02,0.874931,0
0.03,0.874931,0
0.04,0.874931,0
0.05,0.874931,0
0.06,0.874931,0
0.07,0.874931,0
0.08,0.874931,0
0.09,0.874931,0
0.1,0.874931,0
0.11,0.874931,0
0.12,0.874931,0
0.13,0.874931,0
0.14,0.874931,0
0.15,0.874931,0
0.16,0.874931,0
0.17,0.874931,0
0.18,0.874931,0
0.19,0.874931,0
0.2,0.874931,0
0.21,0.874931,0
0.22,0.874931,0
0.23,0.874931,0
0.24,0.874931,0
0.25,0.874931,0
0.26,0.874931,0
0.27,0.874931,0
0.28,0.874931,0
0.29,0.874931,0
0.3,0.874931,0
0.31,0.874931,0
0.32,0.874931,0
0.33,0.874931,0
0.34,0.874931,0
0.35,0.874931,0
0.36,0.874931,0
0.37,0.874931,0
0.38,0.874931,0
0.39,0.874931,0
0.4,0.874931,0
0.41,0.874931,0
0.42,0.874931,0
0.43,0.874931,0
0.44,0.874931,0
0.45,0.874931,0
0.46,0.874931,0
0.47,0.874931,0
0.48,0.874931,0
0.49,0.874931,0
0,0.541176,0
0.01,0.541176,0
0.02,0.541176,0
0.03,0.541176,0
0.04,0.541176,0
0.05,0.541176,0
0.06,0.541176,0
0.07,0.541176,0
0.08,0.541176,0
0.09,0.541176,0
0.1,0.541176,0
0.11,0.541176,0
0.12,0.541176,0
0.13,0.541176,0
0.14,0.541176,0
0.15,0.541176,0
0.16,0.541176,0
0.17,0.541176,0
0.18,0.541176,0
0.19,0.541176,0
0.2,0.541176,0
0.21,0.541176,0
0.22,0.541176,0
0.23,0.541176,0
0.24,0.541176,0
0.25,0.541176,0
0.26,0.541176,0
0.27,0.541176,0
0.28,0.541176,0
0.29,0.541176,0
0.3,0.541176,0
0.31,0.541176,0
0.32,0.541176,0
0.33,0.541176,0
0.34,0.541176,0
0.35,0.541176,0
0.36,0.541176,0
0.37,0.541176,0
0.38,0.541176,0
0.39,0.541176,0
0.4,0.541176,0
0.41,0.541176,0
0.42,0.541176,0
0.43,0.541176,0
0.44,0.541176,0
0.45,0.541176,0
0.46,0.541176,0
0.47,0.541176,0
0.48,0.541176,0
0.49,0.541176,0
0,0.82509,3.71114e-09
0.01,0.835963,0.00182625
0.02,0.836242,0.00362899
0.03,0.841623,0.00542612
0.04,0.855104,0.00748145
0.05,0.874592,0.0104655
0.06,0.874648,0.00973242
0.07,0.874648,0.00973242
0.08,0.874592,0.0150181
0.09,0.874592,0.0149867
0.1,0.874704,0.0196729
0.11,0.874704,0.0196729
0.12,0.874704,0.0110676
0.13,0.874704,0.0110676
0.14,0.874704,0.0110676
0.15,0.874704,0.0110676
0.16,0.874704,0.0110676
0.17,0.874704,0.0281725
0.18,0.874704,0.0281725
0.19,0.874704,0.0281725
0.2,0.874704,0.0281725
0.21,0.874704,0.0298738
0.22,0.87476,0.0750218
0.23,0.87476,0.0750218
0.24,0.87476,0.0750218
0.25,0.87476,0.0750218
0.26,0.87476,0.0750218
0.27,0.87476,0.0750218
0.28,0.87476,0.0750218
0.29,0.87476,0.0750218
0.3,0.87476,0.0750218
0.31,0.87476,0.0750218
0.32,0.87476,0.0750218
0.33,0.87476,0.0750218
0.34,0.87476,0.0750218
0.35,0.87476,0.0750218
0.36,0.87476,0.0750218
0.37,0.87476,0.0750218
0.38,0.87476,0.0750218
0.39,0.87476,0.0750218
0.4,0.87476,0.0750218
0.41,0.87476,0.0750218
0.42,0.87476,0.0750218
0.43,0.87476,0.0750218
0.44,0.87476,0.0750218
0.45,0.87476,0.0750218
0.46,0.87476,0.0750218
0.47,0.87476,0.0750218
0.48,0.87476,0.0750218
0.49,0.87476,0.0750218
